CountryA3,Entity,Sector,0
BEL,Industries,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",2.311393126570784e-05
KOR,Commodities,Pulp and paper,2.2809787159842328e-05
GBR,Commodities,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines  ",2.2586559184621242e-05
MLT,Industries,Manufacture of tobacco products,2.2487551090906304e-05
KOR,Commodities,Gas and water supply,2.2412947492771106e-05
DNK,Industries,Mfr. of machinery for industries etc.,2.239558953020232e-05
CHN,Commodities,Alloy iron smelting ,2.2197311648701336e-05
CHN,Commodities,Coal mining and processing,2.2146539146035523e-05
IND,Commodities,Other non-electrical machinery,2.2066901581929256e-05
DNK,Industries,Casting of metal products,2.1768781648048955e-05
BEL,Commodities,"Fabricated metal products, except machinery and equipment",2.16703344075913e-05
DEU,Commodities,Education,2.1667273089964797e-05
CZE,Commodities,Machinery and equipment n.e.c.,2.1570795545494104e-05
CHN,Commodities,Air freight transport,2.147888520998995e-05
BEL,Commodities,Electrical machinery and apparatus n.e.c.,2.1476462741980404e-05
LUX,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products",2.144620756415112e-05
KOR,Commodities,Synthetic resins and synthetic rubber,2.1305456818982266e-05
RUS,Industries,Non-ferrous metals,2.1062205789150964e-05
CHN,Commodities,Computing services and software,2.104656553685947e-05
JPN,Commodities,Other fabricated textile products,2.0992573117265473e-05
ITA,Industries,Manufacture of other transport equipment,2.0668513313784385e-05
ESP,Commodities,Other machinery,2.063378533853087e-05
CHN,Commodities,Construction,2.0570198474812104e-05
CHN,Commodities,General technical services,2.0493725106646454e-05
CHN,Commodities,Nonferrous metal smelting,2.0427779612401636e-05
KOR,Commodities,Other services,2.0330589443437457e-05
PRT,Commodities,"Fabricated metal products, except machinery and equipment",2.027361621502652e-05
SWE,Commodities,Other transport equipment,2.0262666278065198e-05
CHN,Commodities,Real estate,2.0262008361165662e-05
HUN,Industries,Land transport; transport via pipelines,2.0219319964353824e-05
CHN,Commodities,Hotels,1.9881009316077486e-05
USA,Commodities,Turbine and turbine generator set units manufacturing                                                                        ,1.953020465364627e-05
NOR,Commodities,Re-export,1.9428384901707506e-05
DNK,Industries,Mfr. of refined petroleum products etc.,1.9397240844209726e-05
MLT,Industries,Extraction of crude petroleum and natural gas; service activities incidental to oil and gas extraction excluding surveying,1.9313107966605745e-05
IRL,Commodities,Electrical machinery and apparatus n.e.c.,1.9288010365530075e-05
GBR,Commodities,Precious metals production   ,1.9053579646031957e-05
NLD,Commodities,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles",1.9033810998131012e-05
EST,Commodities,Basic metals,1.889731645475192e-05
JPN,Commodities,Machinists' precision tools,1.8808433850964303e-05
LTU,Commodities,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials,1.862116172044799e-05
JPN,Commodities,Other metal products,1.8379120130899922e-05
FIN,Commodities,car,1.8313917259135538e-05
KOR,Commodities,Pottery and clay products,1.8264852754206705e-05
FRA,Commodities,Other non-metallic mineral products,1.8130767244103724e-05
LUX,Industries,Electrical and Machinery,1.8020843234331966e-05
NLD,Industries,Manufacture of basic metals,1.7945685332806674e-05
BRA,Commodities,Vehicle parts,1.789531570186814e-05
ITA,Commodities,Textiles,1.7888301172267656e-05
SVK,Industries,Real estate activities,1.7835783368996185e-05
IRL,Commodities,Re-export,1.7829775009781955e-05
ESP,Commodities,Rubber products,1.780998401472826e-05
JPN,Commodities,Steel pipes and tubes,1.780510808440916e-05
DEU,Commodities,Communication and electronic equipment,1.7675174651860946e-05
CZE,Commodities,Electrical machinery and apparatus n.e.c.,1.767166510267553e-05
USA,Commodities,"Air conditioning, refrigeration, and warm air heating equipment manufacturing",1.763824112648846e-05
JPN,Commodities,Coastal and inland water transport,1.7637881614262392e-05
GBR,Commodities,Manufacture of other agricultural and forestry machinery  ,1.7627113555005537e-05
HUN,Industries,Manufacture of rubber and plastic products,1.7589740919499297e-05
DEU,Commodities,Installations and other construction,1.7438602739069547e-05
SVK,Industries,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",1.7400571928886462e-05
GRC,Industries,Manufacture of furniture; manufacturing n.e.c.,1.7334555334833966e-05
POL,Commodities,"Chemicals, chemical products and man-made fibres",1.7298290778354922e-05
RUS,Industries,Chemicals excluding pharmaceuticals,1.7273735239485382e-05
TUR,Commodities,Rubber and plastic products,1.7210444825997837e-05
GBR,Commodities,Manufacture of lifting and handling equipment  ,1.7199916955635895e-05
MLT,Industries,Re-export,1.7117949820931147e-05
GBR,Commodities,Manufacture of other general purpose machinery not elsewhere classified  ,1.7063341369462346e-05
GBR,Commodities,Manufacture of other fabricated metal products not elsewhere classified  ,1.695227767781283e-05
LVA,Commodities,"Fabricated metal products, except machinery and equipment",1.6922234080033766e-05
DNK,Industries,Sewage removal and disposal,1.6802367304506674e-05
DNK,Industries,"Mfr. of concrete, cement, asphalt and rockwool products",1.6754284483081924e-05
DNK,Industries,Re-export & Re-import,1.663966008493407e-05
JPN,Commodities,Waste management services (private),1.6596866071951224e-05
HUN,Commodities,"Fabricated metal products, except machinery and equipment",1.6553672707702862e-05
JPN,Commodities,Mobile telecommunication,1.6530861889363793e-05
DEU,Commodities,Interest groups,1.6458935668091252e-05
CZE,Commodities,Basic metals,1.638821794081827e-05
FRA,Commodities,Other transport equipment,1.6243054384803488e-05
JPN,Commodities,Iron and steel shearing and slitting,1.6129207378091127e-05
DNK,Industries,Air transport,1.6089737989196586e-05
NOR,Commodities,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles",1.6011050005933598e-05
HKG,Commodities,chemicals rubbers and plastics,1.5975180766568525e-05
CHN,Commodities,Cement and cement asbestos products,1.5952866965060254e-05
LTU,Commodities,Re-export,1.5849374866135742e-05
POL,Commodities,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles",1.583511092908525e-05
IRL,Commodities,"Chemicals, chemical products and man-made fibres",1.5831261128168376e-05
GBR,Commodities,Manufacture of electrical equipment not elsewhere classified  ,1.581648638177736e-05
FIN,Commodities,Electrical machinery and apparatus n.e.c.,1.563549401989935e-05
MYS,Commodities,Rubber products,1.5579800065276495e-05
JPN,Commodities,Research institutes for natural sciences (profit-making),1.549770613746271e-05
IRL,Commodities,Rubber and plastic products,1.5416792067871404e-05
JPN,Commodities,Real estate rental service,1.5369784498814656e-05
DEU,Commodities,Basic construction,1.535539101337131e-05
CHN,Commodities,Scientific research,1.533772429001784e-05
CHN,Commodities,Electronic element and device,1.5305482766721995e-05
TUR,Commodities,Textiles,1.522616222788341e-05
IND,Commodities,Rubber  products,1.5198426804601365e-05
NOR,Commodities,Other transport equipment,1.5089743238253271e-05
GBR,Commodities,Wholesale on a fee or contract basis   ,1.5072655055503927e-05
RUS,Industries,Wood and products of wood and cork,1.5055052824972938e-05
SVN,Industries,"Manufacture of medical, precision and optical instruments, watches and clocks",1.5019313948812293e-05
NOR,Commodities,Rubber and plastic products,1.4988800991523972e-05
JPN,Commodities,Postal service,1.4891015361487542e-05
ITA,Commodities,Other non-metallic mineral products,1.4801289142226437e-05
NLD,Commodities,Other non-metallic mineral products,1.4765118943825262e-05
GBR,Commodities,Manufacture of non-domestic cooling and ventilation equipment  ,1.467423875559019e-05
JPN,Commodities,"Plumber's supplies, powder metallurgy products and tools",1.4662254460668864e-05
MYS,Commodities,"Radio, TV & com. equipment",1.4600179088247908e-05
JPN,Commodities,Repair of construction,1.4578195018841011e-05
DEU,Commodities,Water supply,1.4398085651155642e-05
HKG,Commodities,trade and transport,1.4316552624845492e-05
GBR,Commodities,"Manufacture of fasteners, screw machine products, chains and springs  ",1.4287295160512846e-05
HUN,Industries,Manufacture of textiles,1.3944848065230463e-05
JPN,Commodities,Freight forwarding,1.3810716833182177e-05
CZE,Commodities,Rubber and plastic products,1.366901501858544e-05
JPN,Commodities,Real estate agencies and managers,1.3640136538110962e-05
SWE,Industries,Manufacture of other transport equipment,1.3620717582276123e-05
DEU,Commodities,Cellulose and paper,1.3607357280431244e-05
CHN,Commodities,Water production and supply,1.3457782771257432e-05
HUN,Commodities,Rubber and plastic products,1.3437064369208142e-05
CHN,Commodities,"Leather, furs, down and related products",1.3431223819671673e-05
LTU,Commodities,"Fabricated metal products, except machinery and equipment",1.340024648024655e-05
THA,Commodities,Structural Clay Products,1.3345956508203768e-05
CHN,Commodities,Electronic appliances,1.332911586479109e-05
BRA,Commodities,Pig iron and iron alloys,1.3109799911113302e-05
LVA,Commodities,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials,1.3105099447895528e-05
JPN,Commodities,Gelatin and adhesives,1.3060951848286991e-05
USA,Commodities,Management of companies and enterprises                                                                                      ,1.2964590177579157e-05
DNK,Industries,"Publishing activities, excluding newspapers",1.2911876331186623e-05
DNK,Industries,First processing of iron and steel,1.2822126269060158e-05
USA,Commodities,Motor and generator manufacturing                                                                                            ,1.274998487627156e-05
SWE,Industries,Manufacture of electrical machinery and apparatus n.e.c.,1.2744150813719422e-05
GBR,Commodities,"Manufacture of electric motors, generators and transformers  ",1.2706626667132066e-05
ROU,Commodities,Re-export,1.2705450623838579e-05
DEU,Commodities,Accommodation and restaurants,1.2649730220792277e-05
USA,Commodities,"Nonferrous metal (except copper and aluminum) rolling, drawing, extruding and alloying                                       ",1.2632696237497773e-05
MEX,Commodities,Manufacture of transport equipment,1.2631033347195756e-05
SWE,Commodities,"Pulp, paper and paper products",1.2562797629716414e-05
IND,Commodities,Other non-metallic mineral prods.,1.2537046314114607e-05
DNK,Industries,Mfr. of textiles and textile products,1.251861597826037e-05
CAN,Industries,Aircraft & spacecraft,1.2498657500483784e-05
JPN,Commodities,Railway transport (passengers),1.2326855282969956e-05
TUR,Commodities,Electrical machinery and apparatus n.e.c.,1.2321153722091877e-05
CZE,Commodities,Other non-metallic mineral products,1.2294826497584381e-05
NOR,Commodities,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials,1.2271336436090243e-05
CHN,Commodities,Air passenger transport,1.2224434423487746e-05
DNK,Industries,Real estate agents etc.,1.2174601371143605e-05
GRC,Industries,Manufacture of machinery and equipment n.e.c.,1.2157668160513163e-05
BEL,Commodities,Other non-metallic mineral products,1.2155756125321993e-05
DNK,Industries,Mfr. of agricultural and forestry machinery,1.2134373497726368e-05
DEU,Commodities,Books and magazines,1.2118749281453065e-05
USA,Commodities,Material handling equipment manufacturing                                                                                    ,1.209586252380224e-05
ARE,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products",1.2032571866971659e-05
FRA,Commodities,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles",1.1993309843484032e-05
USA,Commodities,Handtool manufacturing                                                                                                       ,1.197385646315405e-05
JPN,Commodities,Gas supply,1.1910809369781966e-05
SVN,Industries,"Manufacture of radio, television and communication equipment and apparatus",1.182161821954754e-05
FRA,Commodities,Textiles,1.1770766841398751e-05
USA,Commodities,Petroleum refineries                                                                                                         ,1.1698615854545257e-05
GBR,Commodities,Manufacture of plastics in primary forms   ,1.1692979390960182e-05
